Table,Variable,Frequency,Dimensions,Standard Name,Long Name,Comment,Modeling Realm,Units,Positive,Cell Methods,Cell Measures
Eday,nudgincswe,day,longitude latitude time,nudging_increment_in_snow_and_ice_amount_on_land,Nudging Increment of Water in Snow,"A nudging increment refers to an amount added to parts of a model system. The phrase 'nudging_increment_in_X' refers to an increment in quantity X over a time period which should be defined in the bounds of the time coordinate. The surface called 'surface' means the lower boundary of the atmosphere. 'Amount' means mass per unit area. 'Snow and ice on land' means ice in glaciers, ice caps, ice sheets & shelves, river and lake ice, any other ice on a land surface, such as frozen flood water, and snow lying on such ice or on the land surface.",land,kg m-2,,area: mean where land time: mean,area: areacella
Eday,parasolRefl,day,longitude latitude sza5 time,toa_bidirectional_reflectance,PARASOL Reflectance,Simulated reflectance from PARASOL as seen at the top of the atmosphere for 5 solar zenith angles. Valid only over ocean and for one viewing direction (viewing zenith angle of 30 degrees and relative azimuth angle 320 degrees).,atmos,1,,area: mean where sea time: mean,area: areacella
Eday,pflw,day,longitude latitude time,liquid_water_content_of_permafrost_layer,Liquid Water Content of Permafrost Layer,"*where land over land*, i.e., this is the total mass of liquid water contained within the permafrost layer within the land portion of a grid cell divided by the area of the land portion of the cell.",landIce land,kg m-2,,area: mean where land time: mean,area: areacella
Eday,prCrop,day,longitude latitude time,precipitation_flux,Precipitation over Crop Tile,includes both liquid and solid phases,atmos,kg m-2 s-1,,area: time: mean where crops (comment: mask=cropFrac),area: areacella
Eday,prhmax,day,longitude latitude time,precipitation_flux,Maximum Hourly Precipitation Rate,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.",atmos,kg m-2 s-1,,area: mean time: mean within hours time: maximum over hours,area: areacella
Eday,prra,day,longitude latitude time,rainfall_flux,Rainfall Flux over Land,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.",atmos,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Eday,prrc,day,longitude latitude time,convective_rainfall_flux,Convective Rainfall Rate,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.",atmos,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Eday,prrsn,day,longitude latitude time,mass_fraction_of_rainfall_falling_onto_surface_snow,Fraction of Rainfall on Snow,The fraction of the grid averaged rainfall which falls on the snow pack,atmos,1,,area: mean where land time: mean,area: areacella
Eday,prsnc,day,longitude latitude time,convective_snowfall_flux,Convective Snowfall Flux,convective precipitation of all forms of water in the solid phase.,atmos,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Eday,prsnsn,day,longitude latitude time,mass_fraction_of_solid_precipitation_falling_onto_surface_snow,Fraction of Snowfall (Including Hail and Graupel) on Snow,The fraction of the snowfall which falls on the snow pack,atmos,1,,area: mean where land time: mean,area: areacella
Eday,prveg,day,longitude latitude time,precipitation_flux_onto_canopy,Precipitation onto Canopy,The precipitation flux that is intercepted by the vegetation canopy (if present in model) before reaching the ground.,land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Eday,prw,day,longitude latitude time,atmosphere_mass_content_of_water_vapor,Water Vapor Path,vertically integrated through the atmospheric column,atmos,kg m-2,,area: time: mean,area: areacella
Eday,qgwr,day,longitude latitude time,downward_liquid_water_mass_flux_into_groundwater,Groundwater Recharge from Soil Layer,Mass flux of water from the soil layer into ground water.,land,kg m-2 s-1,,area: mean where land time: mean,area: areacellr
Eday,reffcclwtop,day,longitude latitude time,effective_radius_of_convective_cloud_liquid_water_particles_at_convective_liquid_water_cloud_top,Cloud-Top Effective Droplet Radius in Convective Cloud,"Droplets are liquid only.  This is the effective radius 'as seen from space' over convective liquid cloudy portion of grid cell.  This is the value from uppermost model layer with liquid cloud or, if available, or for some models it is the sum over all liquid cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Reported values are weighted by total liquid cloud top fraction of  (as seen from TOA) each time sample when computing monthly mean.daily data, separated to large-scale clouds, convective clouds. If any of the cloud is from more than one process (i.e. shallow convection), please provide them separately.",atmos,m,,area: time: mean,area: areacella
Eday,reffsclwtop,day,longitude latitude time,effective_radius_of_stratiform_cloud_liquid_water_particles_at_stratiform_liquid_water_cloud_top,Cloud-Top Effective Droplet Radius in Stratiform Cloud,"Droplets are liquid only.  This is the effective radius 'as seen from space' over liquid stratiform cloudy portion of grid cell.  This is the value from uppermost model layer with liquid cloud or, if available, or for some models it is the sum over all liquid cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Reported values are weighted by total liquid cloud top fraction of  (as seen from TOA) each time sample when computing monthly mean.daily data, separated to large-scale clouds, convective clouds. If any of the cloud is from more than one process (i.e. shallow convection), please provide them separately.",atmos,m,,area: time: mean,area: areacella
Eday,rivi,day,longitude latitude time,incoming_water_volume_transport_along_river_channel,River Inflow,Inflow of River Water into Cell,land,m3 s-1,,area: mean where land time: mean,area: areacellr
Eday,rivo,day,longitude latitude time,outgoing_water_volume_transport_along_river_channel,River Discharge,Outflow of River Water from Cell,land,m3 s-1,,area: mean where land time: mean,area: areacellr
Eday,rls,day,longitude latitude time,surface_net_downward_longwave_flux,Net Longwave Surface Radiation,Net longwave surface radiation,atmos,W m-2,down,area: mean where land time: mean,area: areacella
Eday,rsdscsdiff,day,longitude latitude time,surface_diffuse_downwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Diffuse Downwelling Clear Sky Shortwave Radiation,Surface downwelling solar irradiance from diffuse radiation for UV calculations in clear sky conditions,atmos,W m-2,down,area: time: mean,area: areacella
Eday,rsdsdiff,day,longitude latitude time,surface_diffuse_downwelling_shortwave_flux_in_air,Surface Diffuse Downwelling Shortwave Radiation,Surface downwelling solar irradiance from diffuse radiation for UV calculations.,atmos,W m-2,down,area: time: mean,area: areacella
Eday,rss,day,longitude latitude time,surface_net_downward_shortwave_flux,Net Shortwave Surface Radiation,Net downward shortwave radiation at the surface,atmos,W m-2,down,area: mean where land time: mean,area: areacella
Eday,rzwc,day,longitude latitude time,mass_content_of_water_in_soil_layer_defined_by_root_depth,Root Zone Soil Moisture,'Content' indicates a quantity per unit area. The content of a soil layer is the vertical integral of the specified quantity within the layer. The quantity with standard name mass_content_of_water_in_soil_layer_defined_by_root_depth is the vertical integral between the surface and the depth to which plant roots penetrate. A coordinate variable or scalar coordinate variable with standard name root_depth can be used to specify the extent of the layer. 'Water' means water in all phases.,land,kg m-2,,area: mean where land time: mean,area: areacella
Eday,sbl,day,longitude latitude time,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,Surface Snow and Ice Sublimation Flux,The snow and ice sublimation flux is the loss of snow and ice mass per unit area from the surface resulting from their direct conversion to water vapor that enters the atmosphere.,landIce,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Eday,sblnosn,day,longitude latitude time,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_ice,Sublimation of the Snow Free Area,Rate of sublimation of ice into the atmosphere from areas with no snow.,atmos,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Eday,scldncl,day,longitude latitude time,number_concentration_of_stratiform_cloud_liquid_water_particles_at_stratiform_liquid_water_cloud_top,Cloud Droplet Number Concentration of Stratiform Cloud Tops,"Droplets are liquid only.  Report concentration 'as seen from space' over stratiform liquid cloudy portion of grid cell.  This is the value from uppermost model layer with liquid cloud or, if available, it is better to sum over all liquid cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Weight by total liquid cloud top fraction of  (as seen from TOA) each time sample when computing monthly mean.",atmos,m-3,,area: time: mean,area: areacella
Eday,snd,day,longitude latitude time,surface_snow_thickness,Snow Depth,"where land over land, this is computed as the mean thickness of snow in the land portion of the grid cell (averaging over the entire land portion, including the snow-free fraction).  Reported as 0.0 where the land fraction is 0.",landIce land,m,,area: mean where land time: mean,area: areacella
Eday,snm,day,longitude latitude time,surface_snow_melt_flux,Surface Snow Melt,The total surface snow melt rate on the land portion of the grid cell divided by the land area in the grid cell; report as zero for snow-free land regions and missing where there is no land.,landIce land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Eday,snmsl,day,longitude latitude time,liquid_water_mass_flux_into_soil_due_to_surface_snow_melt,Water Flowing out of Snowpack,Mass flow rate of water draining out of the snow pack.,atmos,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Eday,snrefr,day,longitude latitude time,surface_snow_and_ice_refreezing_flux,Refreezing of Water in the Snow,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics. The surface called 'surface' means the lower boundary of the atmosphere. 'Surface snow and ice refreezing flux' means the mass flux of surface  meltwater which refreezes within the snow or firn.",atmos,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Eday,snwc,day,longitude latitude time,canopy_snow_amount,Snow Water Equivalent Intercepted by the Vegetation,"Total water mass of the snowpack (liquid or frozen), averaged over a grid cell and intercepted by the canopy.",atmos,kg m-2,,area: mean where land time: mean,area: areacella
Eday,sootsn,day,longitude latitude time,soot_content_of_surface_snow,Snow Soot Content,"the entire land portion of the grid cell is considered, with snow soot content set to 0.0 in regions free of snow.",landIce land,kg m-2,,area: mean where land time: mean,area: areacella
Eday,sw,day,longitude latitude time,land_surface_liquid_water_amount,Surface Water Storage,"Total liquid water storage, other than soil, snow or interception storage (i.e. lakes, river channel or depression storage).",land,kg m-2,,area: mean where land time: mean,area: areacella
Eday,t20d,day,longitude latitude time,depth_of_isosurface_of_sea_water_potential_temperature,Depth of 20 degree Celsius Isotherm,"This quantity, sometimes called the 'isotherm depth', is the depth (if it exists) at which the sea water potential temperature equals some specified value. This value should be specified in a scalar coordinate variable. Depth is the vertical distance below the surface. Potential temperature is the temperature a parcel of air or sea water would have if moved adiabatically to sea level pressure.",ocean,m,,area: mean where sea time: mean,area: areacello
Eday,ta,day,longitude latitude plev19 time,air_temperature,Air Temperature,Air Temperature,atmos,K,,time: mean,area: areacella
Eday,ta500,day,longitude latitude time p500,air_temperature,Air Temperature,Temperature on the 500 hPa surface,atmos,K,,area: time: mean,area: areacella
Eday,ta850,day,longitude latitude time p850,air_temperature,Air Temperature,Air temperature at 850hPa,atmos,K,,area: time: mean,area: areacella
Eday,tasmaxCrop,day,longitude latitude time height2m,air_temperature,Daily Maximum Near-Surface Air Temperature over Crop Tile,"maximum near-surface (usually, 2 meter) air temperature (add cell_method attribute 'time: max')",atmos,K,,area: mean where crops time: maximum,area: areacella
Eday,tasminCrop,day,longitude latitude time height2m,air_temperature,Daily Minimum Near-Surface Air Temperature over Crop Tile,"minimum near-surface (usually, 2 meter) air temperature (add cell_method attribute 'time: min')",atmos,K,,area: mean where crops time: minimum,area: areacella
Eday,tau,day,longitude latitude time,magnitude_of_surface_downward_stress,Momentum Flux,module of the momentum lost by the atmosphere to the surface.,atmos,N m-2,,area: mean where land time: mean,area: areacella
Eday,tauu,day,longitude latitude time,surface_downward_eastward_stress,Surface Downward Eastward Wind Stress,Downward eastward wind stress at the surface,atmos,Pa,down,area: time: mean,area: areacella
Eday,tauupbl,day,longitude latitude time,surface_downward_eastward_stress_due_to_boundary_layer_mixing,Eastward Surface Stress from Planetary Boundary Layer Scheme,The  downward eastward stress associated with the models parameterization of the planetary boundary layer. (This request is related to a WGNE effort to understand how models parameterize the surface stresses.),atmos,Pa,,area: time: mean,area: areacella
Eday,tauv,day,longitude latitude time,surface_downward_northward_stress,Surface Downward Northward Wind Stress,Downward northward wind stress at the surface,atmos,Pa,down,area: time: mean,area: areacella
Eday,tauvpbl,day,longitude latitude time,surface_downward_northward_stress_due_to_boundary_layer_mixing,Northward Surface Stress from Planetary Boundary Layer Scheme,The  downward northward stress associated with the models parameterization of the planetary boundary layer. (This request is related to a WGNE effort to understand how models parameterize the surface stresses.),atmos,Pa,,area: time: mean,area: areacella
Eday,tcs,day,longitude latitude time,canopy_temperature,Vegetation Canopy Temperature,"Vegetation temperature, averaged over all vegetation types",land,K,,area: mean where land time: mean,area: areacella
Eday,tdps,day,longitude latitude time,dew_point_temperature,2m Dewpoint Temperature,Dew point temperature is the temperature at which a parcel of air reaches saturation upon being cooled at constant pressure and specific humidity.,atmos,K,,area: time: mean,area: areacella
Eday,tgs,day,longitude latitude time,surface_temperature,Temperature of Bare Soil,Surface bare soil temperature,land,K,,area: mean where land time: mean,area: areacella
Eday,tpf,day,longitude latitude time,permafrost_layer_thickness,Permafrost Layer Thickness,The mean thickness of the permafrost layer in the land portion of the grid cell.  Reported as zero in permafrost-free regions.,landIce land,m,,area: mean where land time: mean,area: areacella
Eday,tr,day,longitude latitude time,surface_temperature,Surface Radiative Temperature,"Effective radiative surface temperature, averaged over the grid cell",atmos,K,,area: mean where land time: mean,area: areacella
Eday,tran,day,longitude latitude time,transpiration_flux,Transpiration,Transpiration (may include dew formation as a negative flux).,land,kg m-2 s-1,up,area: mean where land time: mean,area: areacella
Eday,ts,day,longitude latitude time,surface_temperature,Surface Temperature,Temperature of the lower boundary of the atmosphere,atmos,K,,area: time: mean,area: areacella
Eday,tsl,day,longitude latitude sdepth time,soil_temperature,Temperature of Soil,Temperature of soil. Reported as missing for grid cells with no land.,land,K,,area: mean where land time: mean,area: areacella
Eday,tsland,day,longitude latitude time,surface_temperature,Land Surface Temperature,Temperature of the lower boundary of the atmosphere,atmos,K,,area: mean where land time: mean,area: areacella
Eday,tsn,day,longitude latitude time,temperature_in_surface_snow,Snow Internal Temperature,"This temperature is averaged over all the snow in the grid cell that rests on land or land ice.  When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights.   Reported as missing in regions free of snow on land.",landIce land,K,,area: mean where land time: mean (with samples weighted by snow mass),area: areacella
Eday,tsns,day,longitude latitude time,surface_temperature,Snow Surface Temperature,"Temperature of the snow surface as it interacts with the atmosphere, averaged over a grid cell.",atmos,K,,area: mean where land time: mean,area: areacella
Eday,ua,day,longitude latitude plev19 time,eastward_wind,Eastward Wind,Zonal wind (positive in a eastward direction).,atmos,m s-1,,time: mean,area: areacella
Eday,va,day,longitude latitude plev19 time,northward_wind,Northward Wind,Meridional wind (positive in a northward direction).,atmos,m s-1,,time: mean,area: areacella
Eday,wap,day,longitude latitude plev19 time,lagrangian_tendency_of_air_pressure,Omega (=dp/dt),"Omega (vertical velocity in pressure coordinates, positive downwards)",atmos,Pa s-1,,time: mean,area: areacella
Eday,wtd,day,longitude latitude time,water_table_depth,Water Table Depth,Depth is the vertical distance below the surface. The water table is the surface below which the soil is saturated with water such that all pore spaces are filled.,land,m,,area: mean where land time: mean,area: areacellr
Eday,zg,day,longitude latitude plev19 time,geopotential_height,Geopotential Height,"Geopotential is the sum of the specific gravitational potential energy relative to the geoid and the specific centripetal potential energy. Geopotential height is the geopotential divided by the standard acceleration due to gravity. It is numerically similar to the altitude (or geometric height) and not to the quantity with standard name height, which is relative to the surface.",atmos,m,,time: mean,area: areacella
Eday,zmla,day,longitude latitude time,atmosphere_boundary_layer_thickness,Height of Boundary Layer,The atmosphere boundary layer thickness is the 'depth' or 'height' of the (atmosphere) planetary boundary layer.,atmos,m,,area: time: mean,area: areacella
E3hr,clivi,3hr,longitude latitude time,atmosphere_mass_content_of_cloud_ice,Ice Water Path,mass of ice water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Includes precipitating frozen hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model.,atmos,kg m-2,,area: time: mean,area: areacella
E3hr,clwvi,3hr,longitude latitude time,atmosphere_mass_content_of_cloud_condensed_water,Condensed Water Path,Mass of condensed (liquid + ice) water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.,atmos,kg m-2,,area: time: mean,area: areacella
E3hr,gpp,3hr,longitude latitude time,gross_primary_productivity_of_biomass_expressed_as_carbon,Carbon Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],"The rate of synthesis of biomass from inorganic precursors by autotrophs ('producers') expressed as the mass of carbon which it contains. For example, photosynthesis in plants or phytoplankton. The producers also respire some of this biomass and the difference is referred to as the net primary production. ",land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
E3hr,prcsh,3hr,longitude latitude time,shallow_convective_precipitation_flux,Precipitation Flux from Shallow Convection,Convection precipitation from shallow convection,atmos,kg m-2 s-1,,area: time: mean,area: areacella
E3hr,prra,3hr,longitude latitude time,rainfall_flux,Rainfall Flux,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.",atmos,kg m-2 s-1,,area: time: mean,area: areacella
E3hr,prrc,3hr,longitude latitude time,convective_rainfall_flux,Convective Rainfall Rate,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.",atmos,kg m-2 s-1,,area: time: mean,area: areacella
E3hr,prsnc,3hr,longitude latitude time,convective_snowfall_flux,Convective Snowfall Flux,convective precipitation of all forms of water in the solid phase.,atmos,kg m-2 s-1,,area: time: mean,area: areacella
E3hr,prw,3hr,longitude latitude time,atmosphere_mass_content_of_water_vapor,Water Vapor Path,vertically integrated through the atmospheric column,atmos,kg m-2,,area: time: mean,area: areacella
E3hr,psl,3hr,longitude latitude time,air_pressure_at_mean_sea_level,Sea Level Pressure,Sea Level Pressure,atmos,Pa,,area: time: mean,area: areacella
E3hr,ra,3hr,longitude latitude time,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_plant_respiration,Carbon Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],Carbon mass flux per unit area into atmosphere due to autotrophic respiration on land (respiration by producers) [see rh for heterotrophic production],land,kg m-2 s-1,up,area: mean where land time: mean,area: areacella
E3hr,rh,3hr,longitude latitude time,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_heterotrophic_respiration,Total Heterotrophic Respiration on Land as Carbon Mass Flux [kgC m-2 s-1],Carbon mass flux per unit area into atmosphere due to heterotrophic respiration on land (respiration by consumers),land,kg m-2 s-1,up,area: mean where land time: mean,area: areacella
E3hr,rlut,3hr,longitude latitude time,toa_outgoing_longwave_flux,TOA Outgoing Longwave Radiation,at the top of the atmosphere (to be compared with satellite measurements),atmos,W m-2,up,area: time: mean,area: areacella
E3hr,rlutcs,3hr,longitude latitude time,toa_outgoing_longwave_flux_assuming_clear_sky,TOA Outgoing Clear-Sky Longwave Radiation,Upwelling clear-sky longwave radiation at top of atmosphere,atmos,W m-2,up,area: time: mean,area: areacella
E3hr,rsdt,3hr,longitude latitude time,toa_incoming_shortwave_flux,TOA Incident Shortwave Radiation,Shortwave radiation incident at the top of the atmosphere,atmos,W m-2,down,area: time: mean,area: areacella
E3hr,rsut,3hr,longitude latitude time,toa_outgoing_shortwave_flux,TOA Outgoing Shortwave Radiation,at the top of the atmosphere,atmos,W m-2,up,area: time: mean,area: areacella
E3hr,rsutcs,3hr,longitude latitude time,toa_outgoing_shortwave_flux_assuming_clear_sky,TOA Outgoing Clear-Sky Shortwave Radiation,Calculated in the absence of clouds.,atmos,W m-2,up,area: time: mean,area: areacella
E3hr,sfcWind,3hr,longitude latitude time height10m,wind_speed,Near-Surface Wind Speed,"near-surface (usually, 10 meters) wind speed.",atmos,m s-1,,area: time: mean,area: areacella
E3hr,uas,3hr,longitude latitude time height10m,eastward_wind,Eastward Near-Surface Wind,"Eastward component of the near-surface (usually, 10 meters)  wind",atmos,m s-1,,area: time: mean,area: areacella
E3hr,vas,3hr,longitude latitude time height10m,northward_wind,Northward Near-Surface Wind,Northward component of the near surface wind,atmos,m s-1,,area: time: mean,area: areacella
IyrGre,acabf,yr,xgre ygre time,land_ice_surface_specific_mass_balance_flux,Surface Mass Balance Flux,Specific mass balance means the net rate at which ice is added per unit area at the land ice surface. Computed as the total surface mass balance on the land ice portion of the grid cell divided by land ice area in the grid cell. A negative value means loss of ice,landIce,kg m-2 s-1,,area: time: mean where ice_sheet,area: areacellg
IyrGre,hfgeoubed,yr,xgre ygre time,upward_geothermal_heat_flux_at_ground_level_in_land_ice,Geothermal Heat Flux Beneath Land Ice,"Upward geothermal heat flux per unit area into the base of grounded land ice. This is related to the geothermal heat flux out of the bedrock, but may be modified by horizontal transport due to run-off and by melting at the interface.",landIce,W m-2,,area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),area: areacellg
IyrGre,iareafl,yr,time,floating_ice_shelf_area,Area Covered by Floating Ice Shelves,Total area of the floating ice shelves (the component of ice sheet that flows over ocean),landIce,m2,,area: time: mean where floating_ice_shelf (comment: mask=sftflf),
IyrGre,iareagr,yr,time,grounded_ice_sheet_area,Area Covered by Grounded Ice Sheet,Total area of the grounded ice sheets (the component of ice sheet resting over bedrock),landIce,m2,,area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),
IyrGre,libmassbffl,yr,xgre ygre time,land_ice_basal_specific_mass_balance_flux,Basal Specific Mass Balance Flux of Floating Ice Shelf,Specific mass balance means the net rate at which ice is added per unit area at the land ice base.  A negative value means loss of ice. Computed as the total basal mass balance on the floating land ice (floating ice shelf) portion of the grid cell divided by floating land ice (floating ice shelf) area in the grid cell. Cell_methods: area: mean where floating_ice_shelf,landIce,kg m-2 s-1,,area: time: mean where floating_ice_shelf (comment: mask=sftflf),area: areacellg
IyrGre,libmassbfgr,yr,xgre ygre time,land_ice_basal_specific_mass_balance_flux,Basal Specific Mass Balance Flux of Grounded Ice Sheet,Specific mass balance means the net rate at which ice is added per unit area at the land ice base.  A negative value means loss of ice. Computed as the total basal mass balance on the grounded land ice portion of the grid cell divided by grounded land ice area in the grid cell. Cell_methods: area: mean where grounded_ice_sheet,landIce,kg m-2 s-1,,area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),area: areacellg
IyrGre,licalvf,yr,xgre ygre time,land_ice_specific_mass_flux_due_to_calving,Land Ice Calving Flux,Loss of ice mass resulting from iceberg calving. Computed as the rate of mass loss by the ice shelf (in kg s-1) divided by the horizontal area of the ice sheet (m2) in the grid box.,landIce,kg m-2 s-1,,area: time: mean where ice_sheet,area: areacellg
IyrGre,lifmassbf,yr,xgre ygre time,land_ice_specific_mass_flux_due_to_calving_and_ice_front_melting,Land Ice Vertical Front Mass Balance Flux,Total mass balance at the ice front (or vertical margin). It includes both iceberg calving and melt on vertical ice front,landIce,kg m-2 s-1,,area: time: mean where ice_sheet,area: areacellg
IyrGre,lim,yr,time,land_ice_mass,Ice Sheet Mass,The ice sheet mass is computed as the volume times density,landIce,kg,,area: sum where ice_sheet time: mean,
IyrGre,limnsw,yr,time,land_ice_mass_not_displacing_sea_water,Ice Sheet Mass That Does not Displace Sea Water,"The ice sheet mass is computed as the volume above flotation times density. Changes in land_ice_mass_not_displacing_sea_water will always result in a change in sea level, unlike changes in land_ice_mass which may not result in sea level change (such as melting of the floating ice shelves, or portion of ice that sits on bedrock below sea level)",landIce,kg,,area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),
IyrGre,litempbotfl,yr,xgre ygre time,land_ice_basal_temperature,Basal Temperature of Floating Ice Shelf,"Basal temperature that is used to force the ice sheet models, it is the temperature AT ice shelf-ocean interface.  Cell_methods: area: mean where floating_ice_shelf",landIce,K,,area: time: mean where floating_ice_shelf (comment: mask=sftflf),area: areacellg
IyrGre,litempbotgr,yr,xgre ygre time,land_ice_basal_temperature,Basal Temperature of Grounded Ice Sheet,"Basal temperature that is used to force the ice sheet models, it is the temperature AT ice sheet - bedrock interface. Cell_methods: area: mean where grounded_ice_sheet",landIce,K,,area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),area: areacellg
IyrGre,litemptop,yr,xgre ygre time,temperature_at_top_of_ice_sheet_model,Temperature at Top of Ice Sheet Model,"Upper boundary temperature that is used to force ice sheet models. It is the temperature at the base of the snowpack models, and does not vary with seasons. Report surface temperature of ice sheet where snow thickness is zero",landIce,K,,area: time: mean where ice_sheet,area: areacellg
IyrGre,lithk,yr,xgre ygre time,land_ice_thickness,Ice Sheet Thickness,The thickness of the ice sheet,landIce,m,,area: time: mean where ice_sheet,area: areacellg
IyrGre,modelCellAreai,yr,xgre ygre time,cell_area,The Cell Area of the Ice Sheet Model,Horizontal area of ice-sheet grid cells,landIce,m2,,area: time: mean,area: areacellg
IyrGre,orog,yr,xgre ygre time,surface_altitude,Surface Altitude,"The surface called 'surface' means the lower boundary of the atmosphere. Altitude is the (geometric) height above the geoid, which is the reference geopotential surface. The geoid is similar to mean sea level.",land,m,,area: time: mean where ice_sheet,area: areacellg
IyrGre,sftflf,yr,xgre ygre time,floating_ice_shelf_area_fraction,Floating Ice Shelf Area Percentage,"Percentage of grid cell covered by floating ice shelf, the component of the ice sheet that is flowing over sea water",landIce,%,,area: time: mean,area: areacellg
IyrGre,sftgif,yr,xgre ygre time,land_ice_area_fraction,Land Ice Area Percentage,"Percentage of grid cell covered by land ice (ice sheet, ice shelf, ice cap, glacier)",land,%,,area: time: mean,area: areacellg
IyrGre,sftgrf,yr,xgre ygre time,grounded_ice_sheet_area_fraction,Grounded Ice Sheet Area Percentage,Percentage of grid cell covered by grounded ice sheet,landIce,%,,area: time: mean,area: areacellg
IyrGre,snc,yr,xgre ygre time,surface_snow_area_fraction,Snow Area Percentage,Percentage of each grid cell that is occupied by snow that rests on land portion of cell.,landIce land,%,,area: time: mean where ice_sheet,area: areacellg
IyrGre,strbasemag,yr,xgre ygre time,land_ice_basal_drag,Land Ice Basal Drag,Magnitude of basal drag at land ice base,landIce,Pa,,area: time: mean where ice_sheet,area: areacellg
IyrGre,tendacabf,yr,time,tendency_of_land_ice_mass_due_to_surface_mass_balance,Total Surface Mass Balance Flux,The total surface mass balance flux over land ice is a spatial integration of the surface mass balance flux,landIce,kg s-1,,area: sum where ice_sheet time: mean,
IyrGre,tendlibmassbf,yr,time,tendency_of_land_ice_mass_due_to_basal_mass_balance,Total Basal Mass Balance Flux,The total basal mass balance flux over land ice is a spatial integration of the basal mass balance flux,landIce,kg s-1,,area: sum where ice_sheet time: mean,
IyrGre,tendlicalvf,yr,time,tendency_of_land_ice_mass_due_to_calving,Total Calving Flux,The total calving flux over land ice is a spatial integration of the calving flux,landIce,kg s-1,,area: sum where ice_sheet time: mean,
IyrGre,topg,yr,xgre ygre time,bedrock_altitude,Bedrock Altitude,The bedrock topography beneath the land ice,landIce,m,,area: time: mean where ice_sheet,area: areacellg
IyrGre,xvelbase,yr,xgre ygre time,land_ice_basal_x_velocity,X-Component of Land Ice Basal Velocity,"A velocity is a vector quantity. 'x' indicates a vector component along the grid x-axis, positive with increasing x. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. 'basal' means the lower boundary of the land ice.",landIce,m s-1,,area: time: mean where ice_sheet,area: areacellg
IyrGre,xvelmean,yr,xgre ygre time,land_ice_vertical_mean_x_velocity,X-Component of Land Ice Vertical Mean Velocity,The vertical mean land ice velocity is the average from the bedrock to the surface of the ice,landIce,m s-1,,area: time: mean where ice_sheet,area: areacellg
IyrGre,xvelsurf,yr,xgre ygre time,land_ice_surface_x_velocity,X-Component of Land Ice Surface Velocity,"A velocity is a vector quantity. 'x' indicates a vector component along the grid x-axis, positive with increasing x. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called 'surface' means the lower boundary of the atmosphere.",landIce,m s-1,,area: time: mean where ice_sheet,area: areacellg
IyrGre,yvelbase,yr,xgre ygre time,land_ice_basal_y_velocity,Y-Component of Land Ice Basal Velocity,"A velocity is a vector quantity. 'y' indicates a vector component along the grid y-axis, positive with increasing y. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. 'basal' means the lower boundary of the land ice.",landIce,m s-1,,area: time: mean where ice_sheet,area: areacellg
